seen_today,last_seen,freq_7,freq_30,avg_gap,burstiness,exp_today,exp_7,exp_14,exp_30,weibull_today,weibull_7,weibull_14,weibull_30,logistic_today,logistic_7,logistic_14,logistic_30,gbt_today,gbt_7,gbt_14,gbt_30
0,6.0,1.0,3.0,9.071428571428571,-0.13655096412410522,0.09516258196404048,0.5034146962085906,0.7534030360583935,0.950212931632136,0.000911125346323538,0.07959196451243655,0.338719637688097,0.9110783075431327,0.7671101972205112,0.7671101972205112,0.9021666133317817,0.9877681382050846,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,18.0,0.0,5.0,7.666666666666667,-0.11239784924116328,0.15351827510938587,0.6885967760854023,0.9030280321355949,0.9932620530009145,7.42148293402245e-05,0.006730073099075029,0.03311280398802674,0.17883907416002476,0.06550109779076362,0.06550109779076362,0.45380935599968103,0.9711074060657194,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,0.9999816962296509
0,35.0,0.0,0.0,69.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,1.0156557417317913e-07,9.241086752820316e-06,4.6080509249812884e-05,0.00026960451602242586,0.0170262833539421,0.0170262833539421,0.042994671713761534,0.3660837079296526,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
0,1.0,4.0,23.0,1.208695652173913,-0.29870144419286404,0.5354409796390885,0.9953303290336443,0.999978194173066,0.9999999998973812,0.3865814278545875,1.0,1.0,1.0,0.9999942732757143,0.9999942732757143,0.9999712280295564,0.9999986947260104,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,1.0,6.0,25.0,1.188034188034188,-0.3766163982144598,0.5654017914929218,0.9970717003051818,0.9999914250608973,0.9999999999861121,0.509660124615869,1.0,1.0,1.0,0.9999999910007621,0.9999999910007621,0.9999986679754166,0.9999996323942718,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,1.0,5.0,25.0,1.219298245614035,-0.4111057675076603,0.5654017914929218,0.9970717003051818,0.9999914250608973,0.9999999999861121,0.5057183864360805,1.0,1.0,1.0,0.9999997956017386,0.9999997956017386,0.9999948372446963,0.999999541229694,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,14.0,0.0,1.0,16.0,-0.12455755680683238,0.0327838995179941,0.20811043366321835,0.37291091472694393,0.6321205588285577,6.41245945596225e-05,0.005817691558052007,0.02867587569173724,0.15654296495746556,0.0703853721219201,0.0703853721219201,0.39335358563483375,0.9183537766652424,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,0.9999816962296509
0,1.0,1.0,2.0,23.333333333333332,-0.9223262883351458,0.06449301496838222,0.37291091472694393,0.6067592791314018,0.8646647167633873,0.000872939238086401,0.07638564175088902,0.32715238249504186,0.9015818899326583,0.8880656420751428,0.8880656420751428,0.9344228336564617,0.9918806911720687,0.9999694131007107,0.9999694131007107,0.9999740641249462,0.9999816962296509
0,9.0,0.0,2.0,17.8,-0.12902199801510056,0.06449301496838222,0.37291091472694393,0.6067592791314018,0.8646647167633873,0.00029001770301750884,0.02604640166016292,0.12331167386658015,0.5370164278173515,0.09961375324545493,0.09961375324545493,0.5819801478888206,0.9677834723001418,1.2468595805475465e-05,1.2468595805475465e-05,0.9999740641249462,0.9999816962296509
0,13.0,0.0,2.0,15.75,-0.04619080252195978,0.06449301496838222,0.37291091472694393,0.6067592791314018,0.8646647167633873,0.00011691085044007732,0.01058158570371559,0.051664572604526726,0.26684513668945065,0.07407653980307816,0.07407653980307816,0.46486703315045824,0.9481903833539852,1.2468595805475465e-05,1.2468595805475465e-05,0.9999740641249462,0.9999816962296509
0,48.0,0.0,0.0,79.0,0.0,9.999994999843054e-07,6.999975500021627e-06,1.3999902000461084e-05,2.9999550004489173e-05,2.994672065881332e-09,2.724756585914534e-07,1.3587191531883036e-06,7.950358322461604e-06,0.00742828080072194,0.00742828080072194,0.009646409704986895,0.10918800913605473,1.2468595805475465e-05,1.2468595805475465e-05,1.772796899006968e-05,2.5396019517326427e-05
