whois,reputation,indicator,type,type_title,base_indicator,pulse_info,false_positive,validation,asn,city_data,city,region,continent_code,country_code3,country_code2,subdivision,latitude,postal_code,longitude,accuracy_radius,country_code,country_name,dma_code,charset,area_code,flag_url,flag_title,sections
http://whois.domaintools.com/8.8.8.8,0,8.8.8.8,IPv4,IPv4,"{'id': 11911, 'indicator': '8.8.8.8', 'type': 'IPv4', 'title': '', 'description': '', 'content': '', 'access_type': 'public', 'access_reason': ''}","{'count': 0, 'pulses': [], 'references': [], 'related': {'alienvault': {'adversary': [], 'malware_families': [], 'industries': []}, 'other': {'adversary': [], 'malware_families': [], 'industries': []}}}","[{'assessment': 'accepted', 'assessment_date': '2021-05-19T15:36:44.966000', 'report_date': '2021-03-16T14:46:19.003000'}]","[{'source': 'false_positive', 'message': 'Known False Positive', 'name': 'Known False Positive'}, {'source': 'whitelist', 'message': 'contained in whitelisted prefix', 'name': 'Whitelisted IP'}]",AS15169 google llc,True,,,NA,USA,US,,37.751,,-97.822,1000,US,United States of America,0,0,0,/assets/images/flags/us.png,United States of America,"['general', 'geo', 'reputation', 'url_list', 'passive_dns', 'malware', 'nids_list', 'http_scans']"
http://whois.domaintools.com/104.237.131.164,0,104.237.131.164,IPv4,IPv4,"{'id': 4052847153, 'indicator': '104.237.131.164', 'type': 'IPv4', 'title': '', 'description': '', 'content': '', 'access_type': 'public', 'access_reason': ''}","{'count': 2, 'pulses': [{'id': '66794486bda6c3cf8823c604', 'name': 'TCP active portscan', 'description': ""This pulse contains hourly updated list of detected scanning hosts performing active portscan, also known as service probing. Notably, this activity requires TCP 3WHS to be established, therefore data published can't be forged."", 'modified': '2025-05-09T16:10:10.037000', 'created': '2024-06-24T10:03:50.698000', 'tags': ['portscan', ''], 'references': [''], 'public': 1, 'adversary': '', 'targeted_countries': ['Poland', 'Sweden'], 'malware_families': [], 'attack_ids': [], 'industries': ['Telecommunications'], 'TLP': 'white', 'cloned_from': None, 'export_count': 97389, 'upvotes_count': 0, 'downvotes_count': 0, 'votes_count': 0, 'locked': False, 'pulse_source': 'web', 'validator_count': 0, 'comment_count': 0, 'follower_count': 0, 'vote': 0, 'author': {'username': 'skhron-soc', 'id': '279660', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}, 'indicator_type_counts': {'IPv4': 27783}, 'indicator_count': 27783, 'is_author': False, 'is_subscribing': None, 'subscriber_count': 549, 'modified_text': '1 minute ago ', 'is_modified': True, 'groups': [], 'in_group': False, 'threat_hunter_scannable': True, 'threat_hunter_has_agents': 1, 'related_indicator_type': 'IPv4', 'related_indicator_is_active': 0}, {'id': '67eb2c89a60bcf57c2a7fbb4', 'name': 'Honeypot Data - April 2025 - H0neytr4p', 'description': 'Data collected from honeypots in Louisiana. Just a fun project I tinker with.. data submitted with some gnarly python scripts for automation.', 'modified': '2025-05-09T16:03:16.813000', 'created': '2025-04-01T00:00:09.033000', 'tags': ['sentrypeer', 'malicious', 'sip', 'cowrie', 'sftp', 'dionaea', 'ssh'], 'references': ['https://github.com/telekom-security/tpotce'], 'public': 1, 'adversary': '', 'targeted_countries': [], 'malware_families': [], 'attack_ids': [], 'industries': [], 'TLP': 'green', 'cloned_from': None, 'export_count': 4, 'upvotes_count': 0, 'downvotes_count': 0, 'votes_count': 0, 'locked': False, 'pulse_source': 'api', 'validator_count': 0, 'comment_count': 0, 'follower_count': 0, 'vote': 0, 'author': {'username': 'ladarrellmiller', 'id': '111524', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}, 'indicator_type_counts': {'IPv4': 1629}, 'indicator_count': 1629, 'is_author': False, 'is_subscribing': None, 'subscriber_count': 311, 'modified_text': '8 minutes ago ', 'is_modified': True, 'groups': [], 'in_group': False, 'threat_hunter_scannable': True, 'threat_hunter_has_agents': 1, 'related_indicator_type': 'IPv4', 'related_indicator_is_active': 0}], 'references': ['', 'https://github.com/telekom-security/tpotce'], 'related': {'alienvault': {'adversary': [], 'malware_families': [], 'industries': []}, 'other': {'adversary': [], 'malware_families': [], 'industries': ['Telecommunications']}}}",[],[],AS63949 linode  llc,True,Richardson,TX,NA,USA,US,TX,32.9473,75081,-96.7028,1000,US,United States of America,623,0,0,/assets/images/flags/us.png,United States of America,"['general', 'geo', 'reputation', 'url_list', 'passive_dns', 'malware', 'nids_list', 'http_scans']"
